ISSN|area|titulo|estrato|anoBase

0365-0138|Interdisciplinar|Astronomy & Astrophysics. Supplement Series (Print, Cessou em 2000)|B4|2008
0004-6361||Astronomy & Astrophysics (Berlin. Print)|B4|2008

0927-6505|Interdisciplinar|Astroparticle Physics (Print)|A1|2008
0921-7134|Interdisciplinar|Asymptotic Analysis|B1|2008
1982-1956|Interdisciplinar|Ateliê Geográfico (UFG)|B3|2008
1679-2378|Interdisciplinar|Athena (Curitiba)|B4|2008
0021-9150|Interdisciplinar|Atherosclerosis (Amsterdam)|A1|2008
0261-1929|Interdisciplinar|ATLA. Alternatives to Laboratory Animals|A1|2008
0197-4254|Interdisciplinar|Atlantic Economic Journal|B2|2008
0102-1656|Interdisciplinar|Atlântica|B4|2008
0004-6876|Interdisciplinar|Atlántida (Madrid)|B4|2008
1680-7324|Interdisciplinar|Atmospheric Chemistry and Physics (Online)|A2|2008
1680-7316|Interdisciplinar|Atmospheric Chemistry and Physics (Print)|A1|2008
1680-7375|Interdisciplinar|Atmospheric Chemistry and Physics Discussion (Online)|B2|2008
1352-2310|Interdisciplinar|Atmospheric Environment (1994)|A1|2008
0169-8095|Interdisciplinar|Atmospheric Research (Print)|A1|2008
0092-640X|Interdisciplinar|Atomic Data and Nuclear Data Tables (Print)|A2|2008
1807-6998|Interdisciplinar|Atualidades Jurídicas (Jaboticabal)|B4|2008
0104-2386|Interdisciplinar|Atualidades Ornitológicas (Impresso)|B4|2008
0102-8979|Interdisciplinar|AU. Arquitetura e Urbanismo|B4|2008
1518-9597|Interdisciplinar|Augusto Guzzo Revista Acadêmica (São Paulo)|C |2008
0798-3948|Interdisciplinar|Aula Magna (Caracas)|B3|2008
1982-6672|Interdisciplinar|Aurora (PUCSP. Online)|B4|2008
1442-9985|Interdisciplinar|Austral Ecology (Print)|A1|2008
0004-8402|Interdisciplinar|Australasian Journal of Philosophy|B3|2008
1039-8562|Interdisciplinar|Australasian Psychiatry (Print)|B1|2008
0004-8674|Interdisciplinar|Australian and New Zealand Journal of Psychiatry (Print)|A2|2008
0004-9573|Interdisciplinar|Australian Journal of Soil Research|B1|2008
0004-959X|Interdisciplinar|Australian Journal of Zoology (Print)|A2|2008
0005-0423|Interdisciplinar|Australian Veterinary Journal|B1|2008
0005-1098|Interdisciplinar|Automatica (Oxford)|A1|2008
1474-8665|Interdisciplinar|Autonomic & Autacoid Pharmacology (Print)|B2|2008
1566-0702|Interdisciplinar|Autonomic Neuroscience: Basic & Clinical|B1|2008
0103-7765|Interdisciplinar|Avaliação (UFJF)|B3|2008
1414-4077|Interdisciplinar|Avaliação (UNICAMP)|B1|2008
1677-0471|Interdisciplinar|Avaliação Psicológica (Impresso)|B3|2008
1515-1565|Interdisciplinar|Avances en Análisis por Técnicas de Rayos X|B4|2008
0329-5184|Interdisciplinar|Avances en Energías Renovables y Medio Ambiente|B4|2008
1909-0056|Interdisciplinar|Avances en Sistemas e Informatica|B4|2008
1806-2415|Interdisciplinar|Aventuras na História|C |2008
1516-3105|Interdisciplinar|Avicultura Industrial (Porto Feliz. Impresso)|C |2008
1666-0390|Interdisciplinar|BAG. Journal of Basic and Applied Genetics|B5|2008
1982-0518|Interdisciplinar|Bagoas : Revista de Estudos Gays|B4|2008
1414-2368|Interdisciplinar|Bahia Agrícola|C |2008
0103-8117|Interdisciplinar|Bahia Analise & Dados|B4|2008

1676-7845|Interdisciplinar|Banas Qualidade (Cessou em 2003)|B5|2008
1679-9690||Falando em Qualidade|B5|2008

1807-7692|Interdisciplinar|BAR. Brazilian Administration Review|A2|2008
1807-054X|Interdisciplinar|Base (UNISINOS)|B1|2008
1742-7835|Interdisciplinar|Basic & Clinical Pharmacology & Toxicology (Print)|A2|2008
1165-421X|Interdisciplinar|Bastidiana (Brionne, Cessou em 2006)|B3|2008
0171-5445|Interdisciplinar|Bauphysik (Berlin)|B4|2008
1807-734X|Interdisciplinar|BBR. Brazilian Business Review (Edição em português. Online)|B2|2008
1808-2386|Interdisciplinar|BBR. Brazilian Business Review (English Edition. Online)|B2|2008
1981-5522|Interdisciplinar|BDA (São Paulo)|B5|2008
0340-5443|Interdisciplinar|Behavioral Ecology and Sociobiology (Print)|A1|2008
0166-4328|Interdisciplinar|Behavioural Brain Research|A2|2008
0955-8810|Interdisciplinar|Behavioural Pharmacology|A2|2008
0376-6357|Interdisciplinar|Behavioural Processes (Print)|A2|2008
0777-6276|Interdisciplinar|Belgian Journal of Zoology|B1|2008
1414-6339|Interdisciplinar|Benjamin Constant (Rio de Janeiro)|B4|2008
1806-423X|Interdisciplinar|BEPA. Boletim Epidemiológico Paulista (Impresso)|B4|2008
1516-8085|Interdisciplinar|BIB. Revista Brasileira de Informação Bibliográfica em Ciências Sociais|B1|2008
1138-9796|Interdisciplinar|Biblio 3w (Barcelona)|A2|2008
0102-4388|Interdisciplinar|Biblos (Rio Grande)|B4|2008
1809-8460|Interdisciplinar|BioAssay (Piracicaba)|B5|2008
0006-291X|Interdisciplinar|Biochemical and Biophysical Research Communications (Print)|A2|2008
1369-703X|Interdisciplinar|Biochemical Engineering Journal|A1|2008
0006-2928|Interdisciplinar|Biochemical Genetics|B1|2008
0264-6021|Interdisciplinar|Biochemical Journal (London. 1984)|A1|2008
0006-2952|Interdisciplinar|Biochemical Pharmacology|A1|2008
0305-1978|Interdisciplinar|Biochemical Systematics and Ecology|A2|2008
1470-8175|Interdisciplinar|Biochemistry and Molecular Biology Education|A2|2008
0005-2736|Interdisciplinar|Biochimica et Biophysica Acta. Biomembranes|A1|2008
0300-9084|Interdisciplinar|Biochimie (Paris. Print)|A2|2008
0960-3115|Interdisciplinar|Biodiversity and Conservation|A1|2008

0967-9952|Interdisciplinar|Biodiversity Letters (Cessou em 1996)|B2|2008

0269-9702|Interdisciplinar|Bioethics (Oxford. Print)|A2|2008
1981-8254|Interdisciplinar|Bioethikós (Centro Universitário São Camilo)|B4|2008

0104-1401|Interdisciplinar|Bioética (Brasília, Cessou em 2006)|B3|2008
1983-8042||Revista Bioética (Impresso)|B3|2008

1983-4209|Interdisciplinar|Biofar: Revista de Biologia e Farmácia|C |2008
1932-104X|Interdisciplinar|Biofuels, Bioproducts & Biorefining|A1|2008
0168-2563|Interdisciplinar|Biogeochemistry (Dordrecht)|A1|2008
1726-4170|Interdisciplinar|Biogeosciences (Katlenburg-Lindau. Print)|A1|2008
1810-6285|Interdisciplinar|Biogeosciences Discussion (Online)|B3|2008
1389-5729|Interdisciplinar|Biogerontology (Dordrecht)|A1|2008
1367-4803|Interdisciplinar|Bioinformatics (Oxford. Print)|A1|2008
1519-1982|Interdisciplinar|Biologia Geral e Experimental (Impresso)|B3|2008
0006-3134|Interdisciplinar|Biologia Plantarum (Praha)|B1|2008
0918-6158|Interdisciplinar|Biological & Pharmaceutical Bulletin|B1|2008
0006-3207|Interdisciplinar|Biological Conservation|A1|2008
1049-9644|Interdisciplinar|Biological Control (Print)|A2|2008
0024-4066|Interdisciplinar|Biological Journal of the Linnean Society|A1|2008
0006-3223|Interdisciplinar|Biological Psychiatry (1969)|A1|2008
0953-5365|Interdisciplinar|Biological Sciences Review|B3|2008
0163-4984|Interdisciplinar|Biological Trace Element Research|A2|2008
1045-1056|Interdisciplinar|Biologicals (London. Print)|B1|2008
0178-2762|Interdisciplinar|Biology and Fertility of Soils (Print)|A1|2008
1744-9561|Interdisciplinar|Biology Letters (Print)|A1|2008
0860-021X|Interdisciplinar|Biology of Sport|B1|2008
0961-9534|Interdisciplinar|Biomass & Bioenergy|A1|2008
1806-3810|Interdisciplinar|Biomassa & Energia (Viçosa)|B4|2008
1679-365X|Interdisciplinar|Biomatemática (UNICAMP)|B4|2008
1387-2176|Interdisciplinar|Biomedical Microdevices (Print)|A2|2008
0013-5585|Interdisciplinar|Biomedizinische Technik (Berlin. Zeitschrift)|B1|2008
0006-341X|Interdisciplinar|Biometrics (Washington)|A1|2008
0968-0896|Interdisciplinar|Bioorganic & Medicinal Chemistry (Print)|A1|2008
0960-894X|Interdisciplinar|Bioorganic & Medicinal Chemistry Letters (Print)|A2|2008
0301-4622|Interdisciplinar|Biophysical Chemistry (Print)|A2|2008
0006-3495|Interdisciplinar|Biophysical Journal (Print)|A1|2008
0006-3509|Interdisciplinar|Biophysics (Oxford)|B2|2008
0960-8524|Interdisciplinar|Bioresource Technology|A1|2008
1930-2126|Interdisciplinar|Bioresources (Raleigh, N.C)|B4|2008
0006-355X|Interdisciplinar|Biorheology (Oxford)|A2|2008
0006-3568|Interdisciplinar|Bioscience (Washington. Print)|A1|2008
1516-3725|Interdisciplinar|Bioscience Journal (UFU. Impresso)|B3|2008
0956-5663|Interdisciplinar|Biosensors & Bioelectronics|A1|2008
0303-2647|Interdisciplinar|Biosystems (Amsterdam. Print)|A2|2008
1537-5110|Interdisciplinar|Biosystems Engineering|A2|2008
1676-0603|Interdisciplinar|Biota Neopropica (Edição em Português. Online)|B3|2008
1678-6424|Interdisciplinar|Biota Neotropica (Edição em português. Impresso)|B3|2008
1676-0611|Interdisciplinar|Biota Neotropica (Online. Edição em Inglês)|B3|2008
1860-6768|Interdisciplinar|Biotechnology Journal (Print)|B3|2008
0141-5492|Interdisciplinar|Biotechnology Letters|A2|2008
8756-7938|Interdisciplinar|Biotechnology Progress (Print)|A1|2008
1414-4522|Interdisciplinar|Biotecnologia Ciência & Desenvolvimento (Impresso)|B4|2008
1414-6347|Interdisciplinar|Biotecnologia Ciência & Desenvolvimento (Online)|B4|2008
0103-1643|Interdisciplinar|Biotemas (UFSC)|B3|2008
0006-3606|Interdisciplinar|Biotropica (Lawrence, KS)|A2|2008
0959-2709|Interdisciplinar|Bird Conservation International|A2|2008
1518-1812|Interdisciplinar|BIS. Boletim do Instituto de Saúde (Impresso)|C |2008
1464-4096|Interdisciplinar|BJU International (Print)|A2|2008
1079-9796|Interdisciplinar|Blood Cells, Molecules & Diseases (Print)|A2|2008
1471-2091|Interdisciplinar|BMC Biochemistry (Online)|B1|2008
1471-2105|Interdisciplinar|BMC Bioinformatics|A1|2008
1471-2407|Interdisciplinar|BMC Cancer (Online)|A1|2008
1471-2164|Interdisciplinar|BMC Genomics|A1|2008
1471-2180|Interdisciplinar|BMC Microbiology (Online)|A2|2008
1472-6807|Interdisciplinar|BMC Structural Biology (Online)|B1|2008
1752-0509|Interdisciplinar|BMC Systems Biology|B1|2008
0959-535X|Interdisciplinar|BMJ. British Medical Journal|B1|2008

0959-8146|Interdisciplinar|BMJ. British Medical Journal (International ed.)|A1|2008
1759-2151||BMJ (Overseas and Retired Dctors ed.)|A1|2008

1807-8834|Interdisciplinar|BNB Conjuntura Econômica|C |2008
1646-3137|Interdisciplinar|BOCC. Biblioteca On-line de Ciências da Comunicação|B4|2008
0006-579X|Interdisciplinar|Bois et Forêts des Tropiques|B3|2008
1980-4504|Interdisciplinar|Boitatá|B5|2008
0103-636X|Interdisciplinar|Bolema. Boletim de Educação Matemática (UNESP. Rio Claro. Impresso)|B1|2008
1809-9254|Interdisciplinar|Boletim Arte na Escola|C |2008
1806-2245|Interdisciplinar|Boletim Brasileiro de Educação Física (Brasília)|B4|2008
1676-4781|Interdisciplinar|Boletim Científico da Escola Superior do Ministério Público da União|C |2008
1516-1781|Interdisciplinar|Boletim da Comissão Maranhense de Folclore|C |2008
0101-3637|Interdisciplinar|Boletim da Sociedade Brasileira de Ciência e Tecnologia de Alimentos|B4|2008
1983-1072|Interdisciplinar|Boletim da Sociedade Brasileira de Economia Ecológica|B4|2008

0100-3569|Interdisciplinar|Boletim da Sociedade Brasileira de Matemática (Cessou em 2001)|B1|2008
1678-7544||Bulletin Brazilian Mathematical Society (Impresso)|B1|2008

1676-014X|Interdisciplinar|Boletim da Sociedade Brasileira de Meteorologia|B3|2008
0872-3672|Interdisciplinar|Boletim da Sociedade Portuguesa de Matemática|B4|2008
0302-2439|Interdisciplinar|Boletim de Botânica|B4|2008
1413-4853|Interdisciplinar|Boletim de Ciências Geodésicas (Impresso)|B2|2008
0067-9615|Interdisciplinar|Boletim de Indústria Animal (Impresso)|B4|2008
1518-5303|Interdisciplinar|Boletim de Iniciação Científica em Psicologia|C |2008
1676-5265|Interdisciplinar|Boletim de Pesquisa e Desenvolvimento (Embrapa Amazônia Oriental. Impresso)|C |2008
1676-6709|Interdisciplinar|Boletim de Pesquisa e Desenvolvimento - Embrapa Agrobiologia|B3|2008

1517-6371|Interdisciplinar|Boletim de Pesquisa Florestal. Embrapa Florestas (Cessou em 2004.)|B3|2008
1809-3647||Pesquisa Florestal Brasileira (Impresso)|B3|2008

1517-1981|Interdisciplinar|Boletim de Pesquisa. Embrapa Pantanal (Cessou em 2001)|B3|2008
1679-026X||Boletim de Pesquisa e Desenvolvimento (Centro de Pesquisa Agropecuária do Pantanal)|B3|2008

0006-5943|Interdisciplinar|Boletim de Psicologia|B2|2008
0102-0323|Interdisciplinar|Boletim do Centro de Pesquisa e Processamento de Alimentos (Impresso)|B3|2008
1677-8693|Interdisciplinar|Boletim do CPA (UNICAMP)|B3|2008
0046-9939|Interdisciplinar|Boletim do Instituto de Pesca (Impresso)|B3|2008
1678-2305|Interdisciplinar|Boletim do Instituto de Pesca (Online)|B3|2008
0102-4337|Interdisciplinar|Boletim do Laboratório de Hidrobiologia (UFAMA. Impresso)|B5|2008
0103-9121|Interdisciplinar|Boletim do Museu de Biologia Mello Leitao|B5|2008
0080-3197|Interdisciplinar|Boletim do Museu Nacional. Botânica (Cessou em 1995)|B4|2008
0522-7291|Interdisciplinar|Boletim do Museu Paraense Emilio Goeldi. Antropologia (Cessou em 2002)|B2|2008
0103-4278|Interdisciplinar|Boletim do Museu Paraense Emílio Goeldi. Série Ciências da Terra|B2|2008

1807-5401|Interdisciplinar|Boletim do Museu Paraense Emílio Goeldi. Série Ciências Naturais (Cessou em 2005)|B2|2008
1981-8114||Boletim do Museu Paraense Emílio Goeldi (Ciências Naturais)|B2|2008

0077-2232|Interdisciplinar|Boletim do Museu Paraense Emílio Goeldi. Zoologia|B2|2008
1981-6197|Interdisciplinar|Boletim do Observatório Ambiental Alberto Ribeiro Lamego|B4|2008
0101-708X|Interdisciplinar|Boletim Goiano de Geografia (Impresso)|B2|2008
1676-3661|Interdisciplinar|Boletim IBCCRIM|B4|2008
1679-1355|Interdisciplinar|Boletim Infopetro|C |2008
1807-9008|Interdisciplinar|Boletim Jurídico (Uberaba. Online)|C |2008
0067-964X|Interdisciplinar|Boletim Paranaense de Geociências|B3|2008
1414-8374|Interdisciplinar|Boletim SBMAC (Rio de Janeiro)|B4|2008
0104-6411|Interdisciplinar|Boletim Técnico Científico do CEPENE|B4|2008
0103-9830|Interdisciplinar|Boletim Técnico da Escola Politécnica da USP. BT/PCC|B4|2008
1413-2214|Interdisciplinar|Boletim Técnico da Escola Politécnica da USP. BT/PEA|B4|2008
1518-9082|Interdisciplinar|Boletim Técnico da Faculdade de Tecnologia de São Paulo|B3|2008
0102-549X|Interdisciplinar|Boletim Técnico do SENAC|B2|2008
1808-1304|Interdisciplinar|Boletim Técnico Organização & Estratégia|B4|2008
1676-5664|Interdisciplinar|Boletim Técnico-Científico do CEPNOR|B5|2008
0373-580X|Interdisciplinar|Boletín de la Sociedad Argentina de Botánica (Iimpresa)|B4|2008

0366-1644|Interdisciplinar|Boletín de la Sociedad Chilena de Química (Impresa)|B2|2008

0213-6910|Interdisciplinar|Boletín de Sanidad Vegetal. Plagas|B3|2008
|Interdisciplinar|Boletín Encuentros|C |2008
0717-7917|Interdisciplinar|Boletín Latinoamericano y del Caribe de Plantas Medicinales y Aromáticas|B4|2008
0006-6648|Interdisciplinar|Bollettino Chimico Farmaceutico (Milano)|B3|2008

0041-7084|Interdisciplinar|Bollettino della Unione Matematica Italiana (1922)|B3|2008
0392-4033||Bollettino della Unione Matematica Italiana|B3|2008
0392-4041||Bollettino della Unione Matematica Italiana, B|B3|2008

0006-8314|Interdisciplinar|Boundary - Layer Meteorology|A1|2008
0084-800X|Interdisciplinar|Bradea (Rio de Janeiro)|B4|2008
0006-8705|Interdisciplinar|Bragantia (São Paulo, SP. Impresso)|B1|2008
0387-7604|Interdisciplinar|Brain & Development (Tokyo. 1979)|B1|2008
0006-8993|Interdisciplinar|Brain Research|A2|2008
0361-9230|Interdisciplinar|Brain Research Bulletin|B1|2008
1935-861X|Interdisciplinar|Brain Stimulation|B4|2008
1678-5134|Interdisciplinar|Brasil de Fato (São Paulo)|C |2008
0102-4728|Interdisciplinar|Brasil Mineral (São Paulo)|B2|2008
0524-2053|Interdisciplinar|Brasília Médica|B3|2008
0173-6582|Interdisciplinar|Brasilien-Nachrichten|C |2008
1516-8913|Interdisciplinar|Brazilian Archives of Biology and Technology (Impresso)|B1|2008
0103-6440|Interdisciplinar|Brazilian Dental Journal (Impresso)|B2|2008
0104-0014|Interdisciplinar|Brazilian Journal of Anesthesiology|B3|2008
1808-7035|Interdisciplinar|Brazilian Journal of Aquatic Science and Technology (Impresso)|B2|2008
1519-6984|Interdisciplinar|Brazilian Journal of Biology (Impresso)|B1|2008
0104-6632|Interdisciplinar|Brazilian Journal of Chemical Engineering (Impresso)|B1|2008
1516-7321|Interdisciplinar|Brazilian Journal of Ecology (Disquete)|B2|2008
1516-5868|Interdisciplinar|Brazilian Journal of Ecology (Impresso)|B2|2008
1516-7275|Interdisciplinar|Brazilian journal of food technology (Impresso)|B2|2008
1517-7645|Interdisciplinar|Brazilian Journal of Food Technology. Preprint Serie|B3|2008
1415-7004|Interdisciplinar|Brazilian Journal of Materials Science and Engineering|B3|2008
0100-879X|Interdisciplinar|Brazilian Journal of Medical and Biological Research (Impresso)|A2|2008
1517-8382|Interdisciplinar|Brazilian Journal of Microbiology (Impresso)|B1|2008
1679-8759|Interdisciplinar|Brazilian Journal of Oceanography (Impresso)|B1|2008
1679-8171|Interdisciplinar|Brazilian Journal of Operations and Production Management|B2|2008
1677-3217|Interdisciplinar|Brazilian Journal of Oral Sciences (Impresso)|B3|2008
1677-3225|Interdisciplinar|Brazilian Journal of Oral Sciences (Online)|B3|2008
0103-9733|Interdisciplinar|Brazilian Journal of Physics (Impresso)|B1|2008
1677-0420|Interdisciplinar|Brazilian Journal of Plant Physiology (Impresso)|B1|2008
1413-9596|Interdisciplinar|Brazilian Journal of Veterinary Research and Animal Science (Impresso)|B1|2008
1808-4079|Interdisciplinar|Brazilian Journalism Research (Impresso)|B2|2008
1806-8324|Interdisciplinar|Brazilian Oral Research (Impresso)|B1|2008
0167-6806|Interdisciplinar|Breast Cancer Research and Treatment|A1|2008
0141-1926|Interdisciplinar|British Educational Research Journal (Print)|B1|2008
1750-8460|Interdisciplinar|British Journal of Hospital Medicine (2005)|B2|2008
0007-1145|Interdisciplinar|British Journal of Nutrition|A2|2008
0007-1161|Interdisciplinar|British Journal of Ophthalmology|B1|2008
0007-1188|Interdisciplinar|British Journal of Pharmacology|A1|2008
1472-1465|Interdisciplinar|British Journal of Psychiatry (Online)|A1|2008
0007-1250|Interdisciplinar|British Journal of Psychiatry (Print)|A1|2008
0306-3674|Interdisciplinar|British Journal of Sports Medicine|A2|2008
0007-196X|Interdisciplinar|Brittonia (Bronx, N.Y.)|B1|2008
0360-1323|Interdisciplinar|Building and Environment|A1|2008
0753-2601|Interdisciplinar|Bulletin de Droit Comparé du Travail et de la Sécurité Sociale|C |2008
0004-5322|Interdisciplinar|Bulletin de l'Association de Géographes Français|B2|2008
0037-9085|Interdisciplinar|Bulletin de la Société de Pathologie Exotique|B4|2008
0250-4693|Interdisciplinar|Bulletin du Groupement International pour la Recherche Scientifique en Stomatologie & Odontologie|B4|2008
0007-4861|Interdisciplinar|Bulletin of Environmental Contamination and Toxicology|A2|2008
0261-3050|Interdisciplinar|Bulletin of Latin American Research|B3|2008
0007-4977|Interdisciplinar|Bulletin of Marine Science|B1|2008
0092-8240|Interdisciplinar|Bulletin of Mathematical Biology (Print)|A2|2008
0003-0007|Interdisciplinar|Bulletin of the American Meteorological Society|A1|2008

0096-3402|Interdisciplinar|Bulletin of the Atomic Scientists (Cessou em 2008)|B1|2008
1938-3282||Bulletin of the Atomic Scientists (Online)|B1|2008

0138-0680|Interdisciplinar|Bulletin of the Section of Logic|B4|2008
0042-9686|Interdisciplinar|Bulletin of the World Health Organization (Print)|A1|2008
0305-4179|Interdisciplinar|Burns (Oxford)|B1|2008
0102-3543|Interdisciplinar|C&T. Revista Militar de Ciência e Tecnologia|B3|2008
1677-2334|Interdisciplinar|Caderno Brasileiro de Ensino de Física|B1|2008
0103-4979|Interdisciplinar|Caderno CRH (UFBA. Impresso)|B1|2008
1983-3113|Interdisciplinar|Caderno da ... Jornada do Centro Internacional de Estudos Peirceanos|C |2008
