issn|area|titulo|estrato|classificacao
0392-839X|INTERDISCIPLINAR|Chimica Oggi (Testo stampato)|B1|Atualizada em 2012
1009-1963|INTERDISCIPLINAR|Chinese Physics (Beijing)|B1|Atualizada em 2012
0899-0042|INTERDISCIPLINAR|Chirality (New York, N.Y. Print)|A2|Atualizada em 2012
0172-1941|INTERDISCIPLINAR|Chironomus (Munchen)|B5|Atualizada em 2012
1413-4403|INTERDISCIPLINAR|Chiroptera Neotropical|B3|Atualizada em 2012
1809-4015|INTERDISCIPLINAR|Chronos (UNIRIO)|B5|Atualizada em 2012
1679-6756|INTERDISCIPLINAR|Cibercultura (Itaú Cultural)|C|Atualizada em 2012
1646-4435|INTERDISCIPLINAR|Cibertextualidades (Porto)|B5|Atualizada em 2012
1678-5800|INTERDISCIPLINAR|Ciclo de Palestras sobre Novas Tecnologias na Educação|C|Atualizada em 2012
1415-8329|INTERDISCIPLINAR|Cidadania e Justiça|B4|Atualizada em 2012
1679-3625|INTERDISCIPLINAR|Cidades (Presidente Prudente)|B1|Atualizada em 2012
1645-0639|INTERDISCIPLINAR|Cidades Comunidades e Territórios|B3|Atualizada em 2012
1676-4188|INTERDISCIPLINAR|Ciência & Ambiente|B4|Atualizada em 2012
0103-944X|INTERDISCIPLINAR|Ciência & Engenharia (UFU. Impresso)|B2|Atualizada em 2012
1414-5111|INTERDISCIPLINAR|Ciência & Ensino (UNICAMP. Impresso)|B2|Atualizada em 2012
1679-2629|INTERDISCIPLINAR|Ciência & Opinião|B5|Atualizada em 2012
1678-4561|INTERDISCIPLINAR|Ciência & Saúde Coletiva|B1|Atualizada em 2012
0718-0306|INTERDISCIPLINAR|Ciencia & Trabajo (Impresa)|B4|Atualizada em 2012
0103-8699|INTERDISCIPLINAR|Ciencia Agricola (UFAL)|B4|Atualizada em 2012
0104-3773|INTERDISCIPLINAR|Ciencia Animal (UECE)|B4|Atualizada em 2012
1518-2797|INTERDISCIPLINAR|Ciência Animal Brasileira (UFG. Impresso)|B2|Atualizada em 2012
0100-1965|INTERDISCIPLINAR|Ciência da Informação|B1|Atualizada em 2012
1518-8353|INTERDISCIPLINAR|Ciência da Informação|B1|Atualizada em 2012
1413-7054|INTERDISCIPLINAR|Ciência e Agrotecnologia (UFLA)|A2|Atualizada em 2012
0009-6725|INTERDISCIPLINAR|Ciência e Cultura|B1|Atualizada em 2012
1516-7313|INTERDISCIPLINAR|Ciência e Educação (UNESP. Impresso)|A2|Atualizada em 2012
1809-2713|INTERDISCIPLINAR|Ciência e Luta de Classes|C|Atualizada em 2012
0100-8307|INTERDISCIPLINAR|Ciência e Natura|B3|Atualizada em 2012
1413-8123|INTERDISCIPLINAR|Ciência e Saúde Coletiva|A2|Atualizada em 2012
0101-2061|INTERDISCIPLINAR|Ciência e Tecnologia de Alimentos|B1|Atualizada em 2012
1678-457X|INTERDISCIPLINAR|Ciência e Tecnologia de Alimentos|B1|Atualizada em 2012
1517-1914|INTERDISCIPLINAR|Ciência em Movimento|B4|Atualizada em 2012
1027-2887|INTERDISCIPLINAR|Ciencia en su PC|C|Atualizada em 2012
0103-9954|INTERDISCIPLINAR|Ciência Florestal (UFSM. Impresso)|B1|Atualizada em 2012
1413-7461|INTERDISCIPLINAR|Ciência Geográfica|B4|Atualizada em 2012
0101-8515|INTERDISCIPLINAR|Ciência Hoje|B2|Atualizada em 2012
0103-2054|INTERDISCIPLINAR|Ciencia Hoje das Criancas|B3|Atualizada em 2012
0103-1074|INTERDISCIPLINAR|Ciencia Juridica|C|Atualizada em 2012
1678-2046|INTERDISCIPLINAR|Ciência Odontológica Brasileira|B3|Atualizada em 2012
0103-8478|INTERDISCIPLINAR|Ciência Rural (UFSM. Impresso)|B1|Atualizada em 2012
1135-8122|INTERDISCIPLINAR|Ciencia y Tecnología Alimentaria|B1|Atualizada em 2012
1677-3861|INTERDISCIPLINAR|Ciência, Cuidado & Saúde|B1|Atualizada em 2012
1984-7513|INTERDISCIPLINAR|Ciência, Cuidado e Saúde|B1|Atualizada em 2012
0327-5566|INTERDISCIPLINAR|Ciencia, Docencia y Tecnología|B5|Atualizada em 2012
1806-5821|INTERDISCIPLINAR|Ciências & Cognição (UFRJ)|B2|Atualizada em 2012
1807-3743|INTERDISCIPLINAR|Ciências Ambientais & Desenvolvimento|B4|Atualizada em 2012
1807-5576|INTERDISCIPLINAR|Ciências Ambientais & Desenvolvimento|B4|Atualizada em 2012
1678-8192|INTERDISCIPLINAR|Ciências Humanas em Revista (UFMA)|B4|Atualizada em 2012
0185-3880|INTERDISCIPLINAR|Ciencias Marinas|B1|Atualizada em 2012
1679-348X|INTERDISCIPLINAR|Ciências Sociais Aplicadas em Revista (Cascavel. Impresso)|B5|Atualizada em 2012
1982-3037|INTERDISCIPLINAR|Ciências Sociais Aplicadas em Revista|B4|Atualizada em 2012
1981-4747|INTERDISCIPLINAR|Ciências Sociais em Perspectiva|B5|Atualizada em 2012
1677-9665|INTERDISCIPLINAR|Ciências Sociais em Perspectiva|B3|Atualizada em 2012
1519-7050|INTERDISCIPLINAR|Ciências Sociais Unisinos|B2|Atualizada em 2012
1677-5716|INTERDISCIPLINAR|Ciente-fico.com|C|Atualizada em 2012
1984-9710|INTERDISCIPLINAR|Cientec: Revista de Ciência, Tecnologia e Humanidades do IFPE|B4|Atualizada em 2012
1984-5529|INTERDISCIPLINAR|Científica (Jaboticabal. Online)|B3|Atualizada em 2012
1181-6945|INTERDISCIPLINAR|Cinémas (Montréal)|B5|Atualizada em 2012
1984-1752|INTERDISCIPLINAR|Cinform - Encontro Nacional de Ensino e Pesquisa em Informação|C|Atualizada em 2012
1981-2086|INTERDISCIPLINAR|Circular Técnica (Embrapa Pecuária Sudeste. Online)|B4|Atualizada em 2012
0009-7330|INTERDISCIPLINAR|Circulation Research|A1|Atualizada em 2012
0104-4451|INTERDISCIPLINAR|Circulo de Estudos (PUCPR)|B5|Atualizada em 2012
1980-7651|INTERDISCIPLINAR|Circumscribere (PUCSP)|B3|Atualizada em 2012
1696-1277|INTERDISCIPLINAR|Circunstancia (Madrid)|B3|Atualizada em 2012
1582-8131|INTERDISCIPLINAR|Citius Altius Fortius|B4|Atualizada em 2012
2177-5419|INTERDISCIPLINAR|Citrus Research & Technology|B4|Atualizada em 2012
1807-7544|INTERDISCIPLINAR|City & Time|B1|Atualizada em 2012
1133-4762|INTERDISCIPLINAR|Ciudad y Territorio, Estudios Territoriales|B2|Atualizada em 2012
0187-8611|INTERDISCIPLINAR|Ciudades (Puebla)|B1|Atualizada em 2012
1519-6089|INTERDISCIPLINAR|Civitas: Revista de Ciências Sociais|B2|Atualizada em 2012
0264-9381|INTERDISCIPLINAR|Classical and Quantum Gravity|A2|Atualizada em 2012
0009-8604|INTERDISCIPLINAR|Clays and Clay Minerals|B1|Atualizada em 2012
1863-0650|INTERDISCIPLINAR|Clean (Weinheim. Print)|B1|Atualizada em 2012
1561-4417|INTERDISCIPLINAR|Clean Air: Environmental Combustion Technologies|B3|Atualizada em 2012
0717-5000|INTERDISCIPLINAR|CLEI Electronic Journal|B4|Atualizada em 2012
1369-7137|INTERDISCIPLINAR|Climacteric (Carnforth)|B1|Atualizada em 2012
0930-7575|INTERDISCIPLINAR|Climate Dynamics|A1|Atualizada em 2012
1814-9340|INTERDISCIPLINAR|Climate of the Past Discussions|B3|Atualizada em 2012
1469-3062|INTERDISCIPLINAR|Climate Policy|A1|Atualizada em 2012
0936-577X|INTERDISCIPLINAR|Climate Research|A1|Atualizada em 2012
1616-1572|INTERDISCIPLINAR|Climate Research (Internet)|A1|Atualizada em 2012
0165-0009|INTERDISCIPLINAR|Climatic Change|A1|Atualizada em 2012
1996-3041|INTERDISCIPLINAR|Climatologie (Aix-en-Provence)|B5|Atualizada em 2012
1980-654X|INTERDISCIPLINAR|CLIMEP. Climatologia e Estudos da Paisagem|B3|Atualizada em 2012
1519-4620|INTERDISCIPLINAR|Clinamen (Florianópolis)|B4|Atualizada em 2012
1806-5015|INTERDISCIPLINAR|Clínica (São José)|B3|Atualizada em 2012
0009-8981|INTERDISCIPLINAR|Clinica Chimica Acta|A2|Atualizada em 2012
1518-5443|INTERDISCIPLINAR|Clínica e Instituição (UFU)|B5|Atualizada em 2012
1413-571X|INTERDISCIPLINAR|Clínica Veterinária (São Paulo)|B4|Atualizada em 2012
1076-0296|INTERDISCIPLINAR|Clinical and Applied Thrombosis/Hemostasis|B1|Atualizada em 2012
0954-7894|INTERDISCIPLINAR|Clinical and Experimental Allergy|A1|Atualizada em 2012
1064-1963|INTERDISCIPLINAR|Clinical and Experimental Hypertension (1993, Print)|B1|Atualizada em 2012
0009-9104|INTERDISCIPLINAR|Clinical and Experimental Immunology|A2|Atualizada em 2012
1895-2089|INTERDISCIPLINAR|Clinical and Experimental Medical Letters|B2|Atualizada em 2012
1591-8890|INTERDISCIPLINAR|Clinical and Experimental Medicine (Testo stampato)|B1|Atualizada em 2012
0305-1870|INTERDISCIPLINAR|Clinical and Experimental Pharmacology & Physiology|B1|Atualizada em 2012
1556-6811|INTERDISCIPLINAR|Clinical and Vaccine Immunology|A2|Atualizada em 2012
0009-9120|INTERDISCIPLINAR|Clinical Biochemistry|B1|Atualizada em 2012
0962-8827|INTERDISCIPLINAR|Clinical Dysmorphology|B1|Atualizada em 2012
1521-6616|INTERDISCIPLINAR|Clinical Immunology (Orlando, Fla. Print)|A1|Atualizada em 2012
1523-0899|INTERDISCIPLINAR|Clinical Implant Dentistry and Related Research|A2|Atualizada em 2012
1058-4838|INTERDISCIPLINAR|Clinical Infectious Diseases|A1|Atualizada em 2012
1198-743X|INTERDISCIPLINAR|Clinical Microbiology and Infection|A1|Atualizada em 2012
0303-8467|INTERDISCIPLINAR|Clinical Neurology and Neurosurgery (Dutch-Flemish ed.)|B1|Atualizada em 2012
1724-4935|INTERDISCIPLINAR|Clinical Neuropsychiatry: journal of treatments evaluation|B5|Atualizada em 2012
0261-5614|INTERDISCIPLINAR|Clinical Nutrition (Edinburgh)|A2|Atualizada em 2012
1432-6981|INTERDISCIPLINAR|Clinical Oral Investigations|B1|Atualizada em 2012
0009-921X|INTERDISCIPLINAR|Clinical Orthopaedics and Related Research|B1|Atualizada em 2012
0009-9236|INTERDISCIPLINAR|Clinical Pharmacology and Therapeutics|A1|Atualizada em 2012
0269-2155|INTERDISCIPLINAR|Clinical Rehabilitation|A2|Atualizada em 2012
0770-3198|INTERDISCIPLINAR|Clinical Rheumatology (Printed)|B1|Atualizada em 2012
0143-5221|INTERDISCIPLINAR|Clinical Science (1979)|A1|Atualizada em 2012
1807-5932|INTERDISCIPLINAR|Clinics (USP. Impresso)|B1|Atualizada em 2012
0749-0690|INTERDISCIPLINAR|Clinics in Geriatric Medicine|B1|Atualizada em 2012
0102-6003|INTERDISCIPLINAR|Clio. Série Arqueológica (UFPE)|B1|Atualizada em 2012
0102-9487|INTERDISCIPLINAR|Clio. Série História do Nordeste (UFPE)|B2|Atualizada em 2012
1871-5273|INTERDISCIPLINAR|CNS & Neurological Disorders. Drug Targets|A2|Atualizada em 2012
1092-8529|INTERDISCIPLINAR|CNS Spectrums|A2|Atualizada em 2012
0378-3839|INTERDISCIPLINAR|Coastal Engineering|B1|Atualizada em 2012
0892-0753|INTERDISCIPLINAR|Coastal Management|B1|Atualizada em 2012
0928-2734|INTERDISCIPLINAR|Coastline (Leiden)|B5|Atualizada em 2012
1469-493X|INTERDISCIPLINAR|Cochrane Database of Systematic Reviews|A1|Atualizada em 2012
1465-1858|INTERDISCIPLINAR|Cochrane Library|B3|Atualizada em 2012
1809-6875|INTERDISCIPLINAR|Coffee Science|B2|Atualizada em 2012
2176-9133|INTERDISCIPLINAR|Cogitare Enfermagem|B4|Atualizada em 2012
1414-8536|INTERDISCIPLINAR|Cogitare Enfermagem (UFPR)|B2|Atualizada em 2012
1518-7187|INTERDISCIPLINAR|Cognitio (PUCSP)|B1|Atualizada em 2012
1809-8428|INTERDISCIPLINAR|Cognitio-Estudos (PUC-SP. Online)|B2|Atualizada em 2012
1543-3633|INTERDISCIPLINAR|Cognitive and Behavioral Neurology|A2|Atualizada em 2012
1866-9956|INTERDISCIPLINAR|Cognitive Computation|B3|Atualizada em 2012
0936-5907|INTERDISCIPLINAR|Cognitive Linguistics|B1|Atualizada em 2012
1519-8529|INTERDISCIPLINAR|Colabor@ (Curitiba)|B5|Atualizada em 2012
1679-0863|INTERDISCIPLINAR|Coleção de Idéias (Universidade do Estado da Bahia)|B3|Atualizada em 2012
1981-4313|INTERDISCIPLINAR|Coleção Pesquisa em Educação Física|B4|Atualizada em 2012
1984-7025|INTERDISCIPLINAR|Colecao Segurança com Cidadania|C|Atualizada em 2012
0927-7757|INTERDISCIPLINAR|Colloids and Surfaces. A, Physicochemical and Engineering Aspects|A2|Atualizada em 2012
0927-7765|INTERDISCIPLINAR|Colloids and Surfaces. B, Biointerfaces|A2|Atualizada em 2012
0121-5612|INTERDISCIPLINAR|Colombia Internacional|B2|Atualizada em 2012
1678-9059|INTERDISCIPLINAR|Colóquio (Taquara)|C|Atualizada em 2012
1984-4328|INTERDISCIPLINAR|Colóquio Internacional (Des)envolvimento Contra a Pobreza|C|Atualizada em 2012
1808-1851|INTERDISCIPLINAR|Coluna/Columna|B2|Atualizada em 2012
0010-2202|INTERDISCIPLINAR|Combustion Science and Technology|A2|Atualizada em 2012
1519-7654|INTERDISCIPLINAR|ComCiência (UNICAMP)|B3|Atualizada em 2012
0185-0601|INTERDISCIPLINAR|Comercio Exterior (Ed. español. Impresa)|B5|Atualizada em 2012
1680-1865|INTERDISCIPLINAR|Comma: international journal on archives|B5|Atualizada em 2012
0886-5140|INTERDISCIPLINAR|Comments on Toxicology|B4|Atualizada em 2012
1676-3475|INTERDISCIPLINAR|Communicare (São Paulo)|B4|Atualizada em 2012
1612-1783|INTERDISCIPLINAR|Communication & Medicine|B4|Atualizada em 2012
1083-2564|INTERDISCIPLINAR|Communications in Applied Analysis|B4|Atualizada em 2012
1815-2406|INTERDISCIPLINAR|Communications in Computational Physics|A2|Atualizada em 2012
1007-5704|INTERDISCIPLINAR|Communications in Nonlinear Science & Numerical Simulation|A1|Atualizada em 2012
1069-8299|INTERDISCIPLINAR|Communications in Numerical Methods in Engineering|A2|Atualizada em 2012
0010-3624|INTERDISCIPLINAR|Communications in Soil Science and Plant Analysis|B1|Atualizada em 2012
0361-0918|INTERDISCIPLINAR|Communications in Statistics. Simulation and Computation|B1|Atualizada em 2012
0361-0926|INTERDISCIPLINAR|Communications in Statistics. Theory and Methods|B1|Atualizada em 2012
0101-7942|INTERDISCIPLINAR|Communio (Rio de Janeiro)|B5|Atualizada em 2012
0265-539X|INTERDISCIPLINAR|Community Dental Health|B1|Atualizada em 2012
0301-5661|INTERDISCIPLINAR|Community Dentistry and Oral Epidemiology|A2|Atualizada em 2012
1557-5330|INTERDISCIPLINAR|Community Development (Columbus, Ohio)|B2|Atualizada em 2012
1468-2656|INTERDISCIPLINAR|Community Development Journal|B2|Atualizada em 2012
1879-3029|INTERDISCIPLINAR|Comparative Biochemistry and Physiology|B2|Atualizada em 2012
1532-0456|INTERDISCIPLINAR|Comparative Biochemistry and Physiology. C. Toxicology & Pharmacology|A2|Atualizada em 2012
1095-6433|INTERDISCIPLINAR|Comparative Biochemistry and Physiology. Part A, Molecular & Integrative Physiology|A2|Atualizada em 2012
1096-4959|INTERDISCIPLINAR|Comparative Biochemistry and Physiology. Part B: Biochemistry & Molecular Biology|A2|Atualizada em 2012
1618-5641|INTERDISCIPLINAR|Comparative Clinical Pathology|B3|Atualizada em 2012
1993-078X|INTERDISCIPLINAR|Comparative Cytogenetics|B1|Atualizada em 2012
0147-9571|INTERDISCIPLINAR|Comparative Immunology, Microbiology and Infectious Diseases|A1|Atualizada em 2012
1095-6654|INTERDISCIPLINAR|Comparative Labor Law & Policy Journal|B5|Atualizada em 2012
0010-4140|INTERDISCIPLINAR|Comparative Political Studies|A1|Atualizada em 2012
0332-1649|INTERDISCIPLINAR|Compel (Bradford)|B1|Atualizada em 2012
1984-2880|INTERDISCIPLINAR|Competência (Porto Alegre)|B4|Atualizada em 2012
1983-3784|INTERDISCIPLINAR|Composição: Revista de Ciências Sociais da Universidade Federal de Mato Grosso do Sul|B4|Atualizada em 2012
1359-835X|INTERDISCIPLINAR|Composites. Part A, Applied Science and Manufacturing|A1|Atualizada em 2012
0010-440X|INTERDISCIPLINAR|Comprehensive Psychiatry|B1|Atualizada em 2012
1631-073X|INTERDISCIPLINAR|Comptes Rendus. Mathématique|B1|Atualizada em 2012
1807-0302|INTERDISCIPLINAR|Computational & Applied Mathematics|B1|Atualizada em 2012
1476-9271|INTERDISCIPLINAR|Computational Biology and Chemistry|B1|Atualizada em 2012
0927-7099|INTERDISCIPLINAR|Computational Economics|B1|Atualizada em 2012
1420-0597|INTERDISCIPLINAR|Computational Geosciences (Amsterdam)|B1|Atualizada em 2012
0927-0256|INTERDISCIPLINAR|Computational Materials Science|B1|Atualizada em 2012
0178-7675|INTERDISCIPLINAR|Computational Mechanics|A1|Atualizada em 2012
0167-9473|INTERDISCIPLINAR|Computational Statistics & Data Analysis|A2|Atualizada em 2012
0943-4062|INTERDISCIPLINAR|Computational Statistics (Zeitschrift)|B1|Atualizada em 2012
1061-3773|INTERDISCIPLINAR|Computer Applications in Engineering Education|B1|Atualizada em 2012
0140-3664|INTERDISCIPLINAR|Computer Communications|A2|Atualizada em 2012
0169-2607|INTERDISCIPLINAR|Computer Methods and Programs in Biomedicine|A2|Atualizada em 2012
0045-7825|INTERDISCIPLINAR|Computer Methods in Applied Mechanics and Engineering|A1|Atualizada em 2012
1526-1492|INTERDISCIPLINAR|Computer Modeling in Engineering & Sciences|B1|Atualizada em 2012
0010-4655|INTERDISCIPLINAR|Computer Physics Communications|A2|Atualizada em 2012
0885-2308|INTERDISCIPLINAR|Computer Speech & Language|B1|Atualizada em 2012
0925-9724|INTERDISCIPLINAR|Computer Supported Cooperative Work|B1|Atualizada em 2012
0267-6192|INTERDISCIPLINAR|Computer Systems Science and Engineering|B1|Atualizada em 2012
1077-3142|INTERDISCIPLINAR|Computer Vision and Image Understanding|A1|Atualizada em 2012
1570-7946|INTERDISCIPLINAR|Computer-Aided Chemical Engineering|B2|Atualizada em 2012
0895-6111|INTERDISCIPLINAR|Computerized Medical Imaging and Graphics|B1|Atualizada em 2012
0098-1354|INTERDISCIPLINAR|Computers & Chemical Engineering|A2|Atualizada em 2012
0098-3004|INTERDISCIPLINAR|Computers & Geosciences|A2|Atualizada em 2012
0360-8352|INTERDISCIPLINAR|Computers & Industrial Engineering|A2|Atualizada em 2012
0305-0548|INTERDISCIPLINAR|Computers & Operations Research|A1|Atualizada em 2012
0045-7949|INTERDISCIPLINAR|Computers & Structures|A1|Atualizada em 2012
0360-1315|INTERDISCIPLINAR|Computers and Education|A1|Atualizada em 2012
0168-1699|INTERDISCIPLINAR|Computers and Electronics in Agriculture|A2|Atualizada em 2012
0266-352X|INTERDISCIPLINAR|Computers and Geotechnics|A2|Atualizada em 2012
0010-4825|INTERDISCIPLINAR|Computers in Biology and Medicine|B1|Atualizada em 2012
1544-3574|INTERDISCIPLINAR|Computers in Entertainment|B2|Atualizada em 2012
0166-3615|INTERDISCIPLINAR|Computers in Industry|A2|Atualizada em 2012
0198-9715|INTERDISCIPLINAR|Computers, Environment and Urban Systems|B1|Atualizada em 2012
0101-305X|INTERDISCIPLINAR|Comum (FACHA)|B4|Atualizada em 2012
1980-5683|INTERDISCIPLINAR|ComUni (Uniritter)|B5|Atualizada em 2012
1413-7437|INTERDISCIPLINAR|Comunicação & Comunidade|C|Atualizada em 2012
1415-5842|INTERDISCIPLINAR|Comunicação & Informação (UFG)|B3|Atualizada em 2012
1809-564X|INTERDISCIPLINAR|Comunicação & Inovação|B4|Atualizada em 2012
0102-6925|INTERDISCIPLINAR|Comunicação & Política|B2|Atualizada em 2012
0101-2657|INTERDISCIPLINAR|Comunicação & Sociedade|B2|Atualizada em 2012
0104-6829|INTERDISCIPLINAR|Comunicacao e Educacao (USP)|B2|Atualizada em 2012
1645-2089|INTERDISCIPLINAR|Comunicação e Sociedade|B3|Atualizada em 2012
1980-0584|INTERDISCIPLINAR|Comunicação em Ciências da Saúde|B3|Atualizada em 2012
0873-1632|INTERDISCIPLINAR|Comunicação Empresarial|C|Atualizada em 2012
1806-4981|INTERDISCIPLINAR|Comunicação, Mídia e Consumo (São Paulo. Impresso)|B1|Atualizada em 2012
0102-3055|INTERDISCIPLINAR|Comunicações do ISER|B2|Atualizada em 2012
0102-0242|INTERDISCIPLINAR|Comunicarte|B4|Atualizada em 2012
2177-5133|INTERDISCIPLINAR|Comunicata Scientiae|B4|Atualizada em 2012
1981-2132|INTERDISCIPLINAR|Comunicologia (Brasília)|B4|Atualizada em 2012
1519-7204|INTERDISCIPLINAR|Conceitos (João Pessoa)|B4|Atualizada em 2012
1413-2052|INTERDISCIPLINAR|Concerto (São Paulo)|C|Atualizada em 2012
1414-7327|INTERDISCIPLINAR|Concilium (Brasil)|B2|Atualizada em 2012
0588-9804|INTERDISCIPLINAR|Concilium (Deutsche Ausg.)|B2|Atualizada em 2012
1125-7164|INTERDISCIPLINAR|Concilium (Ed. Italiana)|B2|Atualizada em 2012
1981-9897|INTERDISCIPLINAR|Concinnitas  (Rio de Janeiro)|B2|Atualizada em 2012
1415-2681|INTERDISCIPLINAR|Concinnitas (Rio de Janeiro. Impresso)|B2|Atualizada em 2012
1809-7197|INTERDISCIPLINAR|Concreto & Contrução|B4|Atualizada em 2012
1532-0626|INTERDISCIPLINAR|Concurrency and Computation|B1|Atualizada em 2012
1677-0943|INTERDISCIPLINAR|Conexão (UCS)|B4|Atualizada em 2012
1984-4425|INTERDISCIPLINAR|Conexões (Belém)|B5|Atualizada em 2012
1983-9030|INTERDISCIPLINAR|Conexões (Campinas. Online)|B4|Atualizada em 2012
1982-176X|INTERDISCIPLINAR|Conexões : Ciência e Tecnologia|B5|Atualizada em 2012
1557-170X|INTERDISCIPLINAR|Conference Proceedings (IEEE Engineering in Medicine and Biology Society. Conf.)|B4|Atualizada em 2012
1958-9212|INTERDISCIPLINAR|Confins (Paris)|B1|Atualizada em 2012
1415-7403|INTERDISCIPLINAR|Confluência (Rio de Janeiro)|B1|Atualizada em 2012
1678-7145|INTERDISCIPLINAR|Confluências (Niterói)|B2|Atualizada em 2012
2036-0967|INTERDISCIPLINAR|Confluenze (Bologna)|B2|Atualizada em 2012
1808-6276|INTERDISCIPLINAR|Confraria (Rio de Janeiro)|B5|Atualizada em 2012
2175-313X|INTERDISCIPLINAR|Congresso Brasileiro de Ciência do Solo|C|Atualizada em 2012
0012-4982|INTERDISCIPLINAR|Congresso Brasileiro de Micologia|C|Atualizada em 2012
0044-0728|INTERDISCIPLINAR|Congresso Nacional de Botânica|C|Atualizada em 2012
2178-5376|INTERDISCIPLINAR|Congresso Scientiarum História III|C|Atualizada em 2012
0384-9864|INTERDISCIPLINAR|Congressus Numerantium|B5|Atualizada em 2012
1983-3695|INTERDISCIPLINAR|Conhecimento & Diversidade|B3|Atualizada em 2012
1984-4395|INTERDISCIPLINAR|Conhecimento & Inovação|B1|Atualizada em 2012
1809-3442|INTERDISCIPLINAR|Conhecimento Interativo|B4|Atualizada em 2012
0103-1457|INTERDISCIPLINAR|Conjectura: Filosofia e Educação (UCS)|B2|Atualizada em 2012
1413-1536|INTERDISCIPLINAR|Conjuntura & Planejamento|B3|Atualizada em 2012
0010-5945|INTERDISCIPLINAR|Conjuntura Economica (Rio de Janeiro)|B1|Atualizada em 2012
1807-4871|INTERDISCIPLINAR|Conjuntura Econômica Goiana|B5|Atualizada em 2012
1809-8436|INTERDISCIPLINAR|Cons ciência (São Paulo)|B5|Atualizada em 2012
0103-2364|INTERDISCIPLINAR|Consciência (FACEPAL)|B5|Atualizada em 2012
1677-1028|INTERDISCIPLINAR|ConScientiae Saúde|B2|Atualizada em 2012
1053-8100|INTERDISCIPLINAR|Consciousness and Cognition|A2|Atualizada em 2012
0888-8892|INTERDISCIPLINAR|Conservation Biology|A1|Atualizada em 2012
1523-1739|INTERDISCIPLINAR|Conservation Biology|A2|Atualizada em 2012
1566-0621|INTERDISCIPLINAR|Conservation Genetics|B1|Atualizada em 2012
1877-7260|INTERDISCIPLINAR|Conservation Genetics Resources|B3|Atualizada em 2012
1755-263X|INTERDISCIPLINAR|Conservation Letters|A1|Atualizada em 2012
1415-6954|INTERDISCIPLINAR|Construção Psicopedagógica|B3|Atualizada em 2012
0950-0618|INTERDISCIPLINAR|Construction & Building Materials|A2|Atualizada em 2012
